id,lat,lon,h3_index
5442825830,41.7033,44.8034,892c2aa9587ffff
5494839017,41.7092,44.7601,892c2aab077ffff
5540720886,41.7324,44.7369,892c2aab58bffff
5613479123,41.7925,44.8168,892c2aaa8c7ffff
5613518621,41.757,44.7683,892c2aaa3dbffff
5646009531,41.7001,44.796,892c2aa959bffff
5680294821,41.6921,44.8021,892c2aa95cfffff
5741648321,41.6925,44.8162,892c2aa9563ffff
5761124421,41.7213,44.7715,892c2aab10bffff
5818326326,41.7873,44.759,892c2aaa567ffff
5837828385,41.7313,44.7562,892c2aab52bffff
5892701785,41.689,44.8089,892c2aa9543ffff
5894258017,41.7533,44.6863,892c2ab98b7ffff
5924697485,41.693,44.8007,892c2aa95cfffff
6321499985,41.6935,44.806,892c2aa9557ffff
6346578986,41.7096,44.7722,892c2aab387ffff
6377846285,41.7067,44.7992,892c2aa864bffff
6412399586,41.6897,44.8085,892c2aa9543ffff
6414250885,41.7057,44.7696,892c2aab39bffff
6419081885,41.7092,44.8027,892c2aa864fffff
6437989385,41.7241,44.7713,892c2aab103ffff
6470421106,41.6974,44.8139,892c2aa950fffff
6490870785,41.7765,44.7747,892c2aaa143ffff
6591189185,41.841,44.7208,892c2aa1487ffff
6687335388,41.6342,44.8198,892c2a0619bffff
6698908285,41.7022,44.8052,892c2aa95bbffff
6698952585,41.7036,44.8028,892c2aa9587ffff
6708920385,41.6702,44.887,892c2a06d27ffff
6735351197,41.6947,44.7848,892c2aab34fffff
6735351198,41.6947,44.7834,892c2aab34fffff
6735359792,41.6944,44.7835,892c2aab34fffff
6773771105,41.7086,44.755,892c2aab00fffff
6774679485,41.7015,44.7865,892c2aab377ffff
6779416987,41.7056,44.8049,892c2aa95b3ffff
6780704241,41.7368,44.7824,892c2aa84c3ffff
6782951985,41.6902,44.812,892c2aa9547ffff
6813869286,41.6956,44.8027,892c2aa95c7ffff
6825445886,41.6797,44.8279,892c2aa9023ffff
6851508553,41.6982,44.8048,892c2aa9513ffff
6881816985,41.7043,44.7855,892c2aab33bffff
7069143478,41.6905,44.8014,892c2aa95cbffff
7112952315,41.6894,44.8076,892c2aa9543ffff
7255622985,41.7103,44.7665,892c2aab393ffff
8778550219,41.6917,44.8011,892c2aa95cbffff
8839894917,41.7081,44.7982,892c2aa865bffff
8874061117,41.6754,44.8339,892c2aa9383ffff
8969267817,41.698,44.8027,892c2aa9513ffff
8983530517,41.6913,44.8016,892c2aa95cbffff
9048701318,41.6873,44.8097,892c2aa954bffff
9050454319,41.6975,44.7994,892c2aa95d7ffff
9052760318,41.7052,44.7881,892c2aab33bffff
9079907417,41.7057,44.7767,892c2aab313ffff
9096956518,41.7023,44.7922,892c2aab367ffff
9096968217,41.7049,44.7835,892c2aab307ffff
9123953617,41.7015,44.7985,892c2aa9583ffff
9127017617,41.7085,44.7644,892c2aab067ffff
9139744734,41.7067,44.7735,892c2aab38fffff
9177613717,41.7209,44.7694,892c2aab157ffff
9177613817,41.7209,44.7693,892c2aab157ffff
9181660117,41.71,44.768,892c2aab393ffff
9393777817,41.6932,44.8029,892c2aa95cfffff
9439534601,41.6928,44.8032,892c2aa95cfffff
9441812218,41.706,44.7815,892c2aab307ffff
9531553117,41.7087,44.7646,892c2aab393ffff
9561013617,41.7084,44.7601,892c2aab077ffff
9568713017,41.71,44.7619,892c2aab02bffff
9569528417,41.6952,44.7933,892c2aa95d3ffff
9570350617,41.7115,44.8017,892c2aa8647ffff
9620522317,41.7056,44.7796,892c2aab317ffff
9653634901,41.6863,44.8343,892c2aa9157ffff
9670354217,41.7271,44.7683,892c2aab113ffff
9674234917,41.6865,44.8377,892c2aa9147ffff
9688123317,41.7251,44.7933,892c2aa8687ffff
9688123417,41.7252,44.7897,892c2aa8683ffff
9761930655,41.7875,44.8221,892c2aaa843ffff
9772503620,41.79,44.8184,892c2aaa8cfffff
9778653056,41.7767,44.7746,892c2aaa143ffff
9778972663,41.7883,44.816,892c2aaa8cfffff
9781244408,41.695,44.7819,892c2aab34fffff
9812799805,41.7133,44.7944,892c2aa86cfffff
9812875063,41.6997,44.8181,892c2aa9523ffff
9813976217,41.7284,44.7716,892c2aab117ffff
9821928100,41.7037,44.7895,892c2aab32bffff
9833906398,41.721,44.7744,892c2aab10bffff
9834056325,41.7209,44.7691,892c2aab157ffff
9834236547,41.7219,44.7671,892c2aab1cfffff
9840177174,41.7225,44.7601,892c2aab1c3ffff
9840193012,41.7213,44.7705,892c2aab157ffff
9841262746,41.7085,44.773,892c2aab383ffff
9859807872,41.7925,44.8166,892c2aaa8c7ffff
9880381197,41.6903,44.8078,892c2aa9543ffff
9885377458,41.6951,44.816,892c2aa9577ffff
9887379717,41.7041,44.7842,892c2aab30fffff
9888786290,41.7861,44.8219,892c2aaa843ffff
9891897204,41.6998,44.8021,892c2aa958bffff
9891897205,41.6991,44.8036,892c2aa9513ffff
9891897211,41.6949,44.8066,892c2aa951bffff
9891897215,41.6956,44.803,892c2aa95c7ffff
9891993723,41.6911,44.8022,892c2aa9553ffff
9891993726,41.6913,44.8013,892c2aa95cbffff
9925080817,41.6955,44.7944,892c2aa95d3ffff
9945006017,41.6927,44.8048,892c2aa9557ffff
10026876511,41.7285,44.7338,892c2aab5c3ffff
10047284540,41.7338,44.7967,892c2aa847bffff
10058551316,41.7199,44.7767,892c2aab173ffff
10063828118,41.6913,44.8138,892c2aa957bffff
10089529511,41.7293,44.7429,892c2aab50bffff
10120647917,41.7108,44.7963,892c2aa8653ffff
10128469658,41.7214,44.7773,892c2aab173ffff
10134944287,41.7093,44.7774,892c2aab3bbffff
10144419471,41.6987,44.8033,892c2aa9513ffff
10184101336,41.7254,44.7503,892c2aab57bffff
10187536088,41.6971,44.7972,892c2aa95d7ffff
10199155305,41.6973,44.8015,892c2aa95c7ffff
10207111417,41.7262,44.7683,892c2aab113ffff
10229664102,41.7041,44.7849,892c2aab30fffff
10240841290,41.7086,44.7776,892c2aab3bbffff
10273017173,41.7266,44.7735,892c2aab107ffff
10276033084,41.7961,44.7672,892c2aa124bffff
10285884949,41.7065,44.7891,892c2aab323ffff
10285884952,41.7057,44.7898,892c2aab323ffff
10285884955,41.706,44.7885,892c2aab323ffff
10285884957,41.7059,44.7883,892c2aab33bffff
10285884960,41.7053,44.7902,892c2aab32bffff
10285884963,41.7052,44.7906,892c2aab32bffff
10285884966,41.7052,44.7895,892c2aab32bffff
10285884968,41.7052,44.7888,892c2aab33bffff
10285884978,41.7064,44.7869,892c2aab33bffff
10287775472,41.6926,44.8069,892c2aa9557ffff
10295008337,41.6944,44.8001,892c2aa95c3ffff
10295008338,41.6945,44.8,892c2aa95c3ffff
10295008340,41.6944,44.8004,892c2aa95c3ffff
10295008433,41.695,44.8,892c2aa95c7ffff
10297843709,41.69,44.7939,892c2aa94afffff
10300242405,41.7035,44.8035,892c2aa9587ffff
10300263720,41.7041,44.8025,892c2aa9587ffff
10542612263,41.7066,44.8019,892c2aa864bffff
10542612264,41.7062,44.8005,892c2aa864bffff
10554951191,41.6957,44.8028,892c2aa95c7ffff
10555138674,41.6896,44.8009,892c2aa95cbffff
10556855617,41.6913,44.7993,892c2aa95cbffff
10604328349,41.6966,44.7914,892c2aab36bffff
10608984747,41.7094,44.775,892c2aab387ffff
10631937685,41.7873,44.7528,892c2aaa573ffff
10648357905,41.7117,44.7569,892c2aab03bffff
10648438456,41.7043,44.7919,892c2aab32bffff
10676976921,41.7087,44.7726,892c2aab383ffff
10699506405,41.706,44.7843,892c2aab307ffff
10703913905,41.7091,44.7997,892c2aa864bffff
10741066177,41.7294,44.7321,892c2aab5d7ffff
10741650259,41.7274,44.7385,892c2aab5cfffff
10743115038,41.7091,44.7973,892c2aa865bffff
10743115041,41.7089,44.7975,892c2aa865bffff
10743230344,41.709,44.7953,892c2aa865bffff
10743230352,41.7083,44.7944,892c2aa865bffff
10743260156,41.7063,44.7904,892c2aab323ffff
10743555001,41.699,44.7975,892c2aa959bffff
10748977396,41.6933,44.8032,892c2aa95cfffff
10758861586,41.7251,44.7439,892c2aab547ffff
10760733111,41.7248,44.7456,892c2aab547ffff
10777610706,41.6929,44.8183,892c2aa9563ffff
10777610707,41.7186,44.7384,892c2aab42fffff
10777646105,41.6923,44.9804,892c2a304cbffff
10788159405,41.6899,44.8087,892c2aa9543ffff
10794765027,41.6832,44.8228,892c2aa90afffff
10796709360,41.7429,44.7403,892c2aaa64fffff
10799487404,41.7251,44.7523,892c2aab563ffff
10803218020,41.7242,44.7374,892c2aab553ffff
10816395274,41.6675,44.7618,892c2a1498bffff
10820269763,41.6982,44.8039,892c2aa9513ffff
10822296969,41.7413,44.7392,892c2aab5b3ffff
10836595105,41.7207,44.7071,892c2ab9a2bffff
10845814705,41.6977,44.8019,892c2aa95c7ffff
10848050607,41.7173,44.7763,892c2aab14fffff
10856397536,41.749,44.7908,892c2aa84a3ffff
10858223508,41.7416,44.7396,892c2aab5b3ffff
10871232205,41.7267,44.7857,892c2aab12fffff
10871732205,41.7224,44.7178,892c2aab487ffff
10872781405,41.7261,44.7626,892c2aab18bffff
10888948705,41.7072,44.7892,892c2aab323ffff
10924151006,41.6898,44.8014,892c2aa95cbffff
10925861570,41.71,44.7641,892c2aab02bffff
10932496905,41.7213,44.7414,892c2aab55bffff
10982522907,41.7213,44.7152,892c2aab483ffff
10990243823,41.7206,44.7122,892c2aab493ffff
10997758605,41.7213,44.7291,892c2aab433ffff
10998482655,41.7112,44.7557,892c2aab007ffff
11003241005,41.7098,44.7753,892c2aab387ffff
11005609305,41.7078,44.7626,892c2aab067ffff
11005626187,41.7625,44.7882,892c2aaa30fffff
11005626200,41.7641,44.7888,892c2aaa33bffff
11005627205,41.7077,44.7678,892c2aab393ffff
11014131406,41.7101,44.7661,892c2aab393ffff
11014869708,41.7231,44.7225,892c2aab4a3ffff
11020108005,41.6799,44.8542,892c2aa9edbffff
11022964905,41.6995,44.7941,892c2aa959bffff
11026110337,41.7063,44.7718,892c2aab38bffff
11043734839,41.7234,44.7415,892c2aab543ffff
11047889578,41.7064,44.7844,892c2aab307ffff
11052609805,41.7219,44.7143,892c2aab497ffff
11059918268,41.7909,44.7375,892c2aaa58bffff
11073223424,41.7141,44.8028,892c2aa8647ffff
11094237565,41.6882,44.8411,892c2aa9173ffff
11127120276,41.6983,44.8038,892c2aa9513ffff
11167624052,41.7057,44.7815,892c2aab307ffff
11175033504,41.7161,44.7745,892c2aab14fffff
11181019577,41.6933,44.8055,892c2aa9557ffff
11181235511,41.6914,44.7986,892c2aa95cbffff
11181235514,41.6946,44.7968,892c2aa95c3ffff
11181235526,41.6906,44.7974,892c2aa95dbffff
11181235531,41.691,44.7976,892c2aa95dbffff
11185862214,41.712,44.8034,892c2aa8647ffff
11187894392,41.7037,44.7844,892c2aab30fffff
11187894397,41.7047,44.7826,892c2aab307ffff
11195808416,41.7246,44.7343,892c2aab5cbffff
11197537037,41.7124,44.7672,892c2aab02fffff
11197989638,41.7118,44.7604,892c2aab023ffff
11207957392,41.7791,44.8241,892c2aaaa87ffff
11207957401,41.7806,44.8255,892c2aaaa87ffff
11208467482,41.7171,44.78,892c2aab16bffff
11208479434,41.7141,44.7784,892c2aab3b7ffff
11208482812,41.7143,44.7783,892c2aab3b7ffff
11212266395,41.712,44.7957,892c2aa8653ffff
11212331563,41.7078,44.7863,892c2aab333ffff
11212769037,41.7081,44.7625,892c2aab067ffff
11215569971,41.7235,44.7288,892c2aab4afffff
11215569977,41.7226,44.7202,892c2aab4bbffff
11215569979,41.7228,44.722,892c2aab4bbffff
11215662770,41.7231,44.7453,892c2aab543ffff
11215662774,41.7236,44.7452,892c2aab547ffff
11215724169,41.7097,44.7533,892c2aab003ffff
11228024714,41.7055,44.7901,892c2aab32bffff
11233049139,41.6895,44.8017,892c2aa9553ffff
11241752276,41.7246,44.7715,892c2aab103ffff
11241752295,41.7253,44.7708,892c2aab103ffff
11245563911,41.6902,44.8014,892c2aa95cbffff
11245563927,41.6917,44.7999,892c2aa95cbffff
11245563928,41.6922,44.7997,892c2aa95cbffff
11245563931,41.692,44.7999,892c2aa95cbffff
11245580513,41.6923,44.8021,892c2aa95cfffff
11245580523,41.6902,44.8023,892c2aa9553ffff
11245640333,41.6928,44.8049,892c2aa9557ffff
11253385971,41.7185,44.7773,892c2aab17bffff
11255351461,41.7085,44.7822,892c2aab3abffff
11255351477,41.7053,44.7903,892c2aab32bffff
11257939390,41.7174,44.7758,892c2aab14fffff
11257958767,41.7274,44.7686,892c2aab113ffff
11257958770,41.7275,44.7686,892c2aab113ffff
11257958785,41.7308,44.7674,892c2aab1bbffff
11260341971,41.6999,44.7957,892c2aa959bffff
11260374066,41.696,44.7958,892c2aa95d3ffff
11262485673,41.692,44.8063,892c2aa9557ffff
11262511814,41.6921,44.8063,892c2aa9557ffff
11262511816,41.6923,44.8064,892c2aa9557ffff
11262518155,41.6931,44.8024,892c2aa95cfffff
11262553095,41.6902,44.8079,892c2aa9543ffff
11262553100,41.6901,44.808,892c2aa9543ffff
11262553103,41.6902,44.8077,892c2aa9543ffff
11262553110,41.6907,44.807,892c2aa9557ffff
11262635103,41.6902,44.8132,892c2aa957bffff
11264634434,41.6894,44.8042,892c2aa9553ffff
11264634440,41.688,44.8062,892c2aa955bffff
11279286301,41.7199,44.7947,892c2aa8613ffff
11279286304,41.7188,44.7916,892c2aa86c7ffff
11284269369,41.7207,44.7109,892c2aab493ffff
11288857541,41.7101,44.7661,892c2aab393ffff
11288930025,41.6847,44.8205,892c2aa90afffff
11290398569,41.7095,44.7822,892c2aab3abffff
11293429495,41.6975,44.804,892c2aa9513ffff
11293429508,41.6975,44.804,892c2aa9513ffff
11293429511,41.6975,44.804,892c2aa9513ffff
11293429528,41.7002,44.8025,892c2aa958fffff
11293429550,41.699,44.8042,892c2aa9513ffff
11293429560,41.7003,44.8022,892c2aa958fffff
11293477106,41.6972,44.8041,892c2aa9513ffff
11293477109,41.6972,44.804,892c2aa9513ffff
11293477111,41.6973,44.8038,892c2aa9513ffff
11293477112,41.6973,44.8038,892c2aa9513ffff
11293477113,41.6972,44.8038,892c2aa9513ffff
11293477114,41.6972,44.8038,892c2aa9513ffff
11293477115,41.6974,44.8038,892c2aa9513ffff
11293477116,41.6974,44.8038,892c2aa9513ffff
11293477117,41.6974,44.8039,892c2aa9513ffff
11293477118,41.6975,44.8039,892c2aa9513ffff
11293477119,41.6975,44.8039,892c2aa9513ffff
11295488889,41.701,44.8046,892c2aa958fffff
11297666270,41.7264,44.7669,892c2aab113ffff
11297666469,41.7265,44.7672,892c2aab113ffff
11297672669,41.7261,44.7661,892c2aab113ffff
11298431814,41.6978,44.8043,892c2aa9513ffff
11298486299,41.7094,44.8026,892c2aa864fffff
11302697843,41.6982,44.8025,892c2aa9513ffff
11302697860,41.6976,44.8017,892c2aa95c7ffff
11302697861,41.6977,44.8024,892c2aa9513ffff
11302697865,41.6981,44.8026,892c2aa9513ffff
11302789873,41.6985,44.8035,892c2aa9513ffff
11304910083,41.7019,44.7925,892c2aab367ffff
11310188048,41.6946,44.8041,892c2aa951bffff
11310219968,41.6904,44.8063,892c2aa9557ffff
11331467091,41.6956,44.7918,892c2aab36bffff
11333377473,41.7094,44.775,892c2aab387ffff
11339018774,41.6863,44.8388,892c2aa9147ffff
11343429634,41.6948,44.7859,892c2aab37bffff
11343429639,41.6945,44.7841,892c2aab34fffff
11343429644,41.6938,44.7827,892c2aab34fffff
11343429646,41.6941,44.7831,892c2aab34fffff
11346833847,41.7155,44.7773,892c2aab3b7ffff
11358652542,41.7078,44.7988,892c2aa864bffff
11358652547,41.7066,44.7998,892c2aa864bffff
11358652560,41.7048,44.801,892c2aa9587ffff
11358652567,41.7045,44.802,892c2aa9587ffff
11358681170,41.7043,44.8023,892c2aa9587ffff
11358681184,41.7032,44.8051,892c2aa95bbffff
11358681187,41.7032,44.8053,892c2aa95bbffff
11359887323,41.7014,44.7545,892c2aab04fffff
11359887327,41.701,44.7572,892c2aab04fffff
11360079668,41.6884,44.8162,892c2aa90b7ffff
11368896052,41.7185,44.798,892c2aa8603ffff
11368918373,41.7206,44.7976,892c2aa8613ffff
11368918425,41.7168,44.8025,892c2aa860bffff
11370937203,41.6989,44.7982,892c2aa958bffff
11370937207,41.7012,44.7895,892c2aab377ffff
11370937220,41.7017,44.7941,892c2aa9593ffff
11371075890,41.707,44.8023,892c2aa864bffff
11371075900,41.709,44.8036,892c2aa864fffff
11371075930,41.7098,44.8042,892c2aa864fffff
11371075942,41.7102,44.8045,892c2aa864fffff
11373966134,41.7727,44.7694,892c2aaa02fffff
11375149169,41.7093,44.7772,892c2aab3bbffff
11375288564,41.7052,44.7999,892c2aa9587ffff
11375337796,41.7141,44.7975,892c2aa8657ffff
11377685020,41.6897,44.8082,892c2aa9543ffff
11377685033,41.687,44.8266,892c2aa91c3ffff
11377690873,41.6844,44.8215,892c2aa90afffff
11377690882,41.6875,44.8137,892c2aa954fffff
11377690890,41.6881,44.8117,892c2aa954fffff
11377690902,41.6874,44.8111,892c2aa954fffff
11377690913,41.6889,44.81,892c2aa9543ffff
11377751481,41.6963,44.8028,892c2aa95c7ffff
11385953091,41.7169,44.7741,892c2aab14fffff
11388021669,41.7089,44.7748,892c2aab38fffff
11389824472,41.6998,44.7965,892c2aa959bffff
11389824499,41.7014,44.7942,892c2aab367ffff
11396422078,41.7255,44.7995,892c2aa86bbffff
11397522167,41.686,44.8407,892c2aa9147ffff
11405348035,41.7034,44.788,892c2aab377ffff
11408291546,41.8417,44.7204,892c2aa1497ffff
11420560977,41.7049,44.7865,892c2aab33bffff
11420560980,41.7048,44.7863,892c2aab33bffff
11420560986,41.7041,44.7856,892c2aab33bffff
11425512227,41.6867,44.7644,892c2aab20fffff
11432654172,41.7087,44.7615,892c2aab077ffff
11449625559,41.7096,44.7867,892c2aab337ffff
11468879158,41.704,44.7911,892c2aab32bffff
11475900879,41.6862,44.8261,892c2aa91c3ffff
11487202816,41.7107,44.7833,892c2aab3afffff
11487202833,41.7082,44.7838,892c2aab333ffff
11487202835,41.7101,44.7825,892c2aab3abffff
11487202838,41.7086,44.7831,892c2aab3abffff
11494075317,41.7879,44.7618,892c2aaa19bffff
11494624654,41.6901,44.7958,892c2aa95dbffff
11494624660,41.6919,44.7958,892c2aa95dbffff
11494628471,41.6892,44.7898,892c2aa94a3ffff
11497113275,41.7076,44.7729,892c2aab38fffff
11497113280,41.7078,44.7734,892c2aab38fffff
11497113291,41.7081,44.7756,892c2aab38fffff
11497113300,41.7091,44.7769,892c2aab3bbffff
11497266356,41.7082,44.7706,892c2aab383ffff
11511439862,41.7091,44.7756,892c2aab3bbffff
11511474373,41.7091,44.7761,892c2aab3bbffff
11511474374,41.7091,44.7759,892c2aab3bbffff
11511474383,41.7084,44.775,892c2aab38fffff
11511474388,41.7074,44.7754,892c2aab38fffff
11511474399,41.7072,44.7774,892c2aab317ffff
11511474416,41.7071,44.7757,892c2aab38fffff
11513895388,41.7648,44.7897,892c2aaa33bffff
11519519769,41.7904,44.8037,892c2aaaeb7ffff
11528116069,41.712,44.7957,892c2aa8653ffff
11528237469,41.6851,44.8401,892c2aa9147ffff
11530634331,41.7739,44.8038,892c2aaae47ffff
11534002872,41.6896,44.871,892c2aa9e33ffff
11534002923,41.6953,44.8695,892c2aa9ea7ffff
11534002932,41.6978,44.8702,892c2aa98d3ffff
11536767652,41.7087,44.7545,892c2aab00fffff
11536767668,41.7087,44.7566,892c2aab00fffff
11536792485,41.7073,44.7689,892c2aab39bffff
11536792487,41.7076,44.7683,892c2aab39bffff
11536792495,41.7078,44.7662,892c2aab393ffff
11536792496,41.7075,44.7661,892c2aab393ffff
11536792504,41.7078,44.7657,892c2aab393ffff
11536792518,41.7079,44.765,892c2aab067ffff
11536792525,41.708,44.764,892c2aab067ffff
11536792532,41.708,44.7635,892c2aab067ffff
11536792535,41.708,44.7632,892c2aab067ffff
11536792550,41.7079,44.7616,892c2aab077ffff
11556698608,41.7081,44.7818,892c2aab3abffff
11559490570,41.7122,44.7956,892c2aa8653ffff
11559565407,41.7179,44.7809,892c2aab16bffff
11559565408,41.7173,44.7799,892c2aab17bffff
11579024518,41.6919,44.806,892c2aa9557ffff
11581677869,41.6898,44.8196,892c2aa956bffff
11581857158,41.7143,44.7933,892c2aa86cfffff
11584155935,41.7041,44.8005,892c2aa9587ffff
11584155953,41.7152,44.7936,892c2aa86cfffff
11584155959,41.7132,44.7948,892c2aa86cfffff
11593861623,41.6932,44.9576,892c2a3225bffff
11599190640,41.7944,44.8106,892c2aaa8d7ffff
11602960743,41.7136,44.749,892c2aab017ffff
11602960767,41.7114,44.7623,892c2aab02bffff
11607186769,41.6624,44.7624,892c2a149cfffff
11610237964,41.7772,44.7746,892c2aaa143ffff
11610272910,41.7659,44.7744,892c2aaa38bffff
11618847071,41.7233,44.7506,892c2aab57bffff
11634312659,41.6744,44.8186,892c2aa900fffff
11634312668,41.6751,44.8292,892c2aa902bffff
11669206648,41.6988,44.8102,892c2aa9507ffff
11681819275,41.7262,44.768,892c2aab113ffff
11681819276,41.7262,44.7674,892c2aab113ffff
11687269306,41.8187,44.7537,892c2aa105bffff
11704259330,41.7073,44.7732,892c2aab38fffff
11704259348,41.707,44.7698,892c2aab383ffff
11724810515,41.6881,44.8106,892c2aa954fffff
11727859926,41.6977,44.8044,892c2aa9513ffff
11731227171,41.6893,44.8078,892c2aa9543ffff
11731227178,41.6906,44.8,892c2aa95cbffff
11731227190,41.6896,44.8094,892c2aa9543ffff
11734602176,41.7205,44.7799,892c2aab163ffff
11734999365,41.6986,44.8034,892c2aa9513ffff
11758032806,41.6858,44.8489,892c2aa916fffff
11758046798,41.6895,44.8979,892c2aa9aa7ffff
11758046803,41.6837,44.876,892c2aa9e67ffff
11758046849,41.6892,44.8966,892c2aa9aa7ffff
11758046860,41.6896,44.8977,892c2aa9aa7ffff
11763386051,41.7075,44.7769,892c2aab38fffff
11772061230,41.7142,44.7575,892c2aab033ffff
11773494426,41.7406,44.737,892c2aaa64bffff
11773494427,41.7405,44.7373,892c2aaa64bffff
11773494442,41.7369,44.746,892c2aab5abffff
11773494447,41.7414,44.7397,892c2aab5b3ffff
11773580569,41.7098,44.7264,892c2aab447ffff
11775406246,41.7045,44.8016,892c2aa9587ffff
11788042033,41.7106,44.7541,892c2aab007ffff
11795321046,41.726,44.7656,892c2aab113ffff
11795321053,41.7259,44.765,892c2aab18bffff
11795456869,41.8175,44.7728,892c2aa13dbffff
